usage_date_key,report_name,page_name,user_role,view_count,unique_users_count,avg_load_time_ms,last_view_date_key
20240218,Asset Performance,Agent Performance,ServiceOps,33,11,2846,20240218
20231106,Sales Pipeline,Agent Performance,ServiceOps,31,8,970,20231106
20240111,Executive Overview,Details,FieldAgent,38,15,1862,20240111
20240218,Executive Overview,Agent Performance,ServiceOps,43,9,1105,20240218
20231021,Sales Pipeline,Cohorts,Executive,46,8,1597,20231021
20230829,PAYG Collections,Cohorts,FieldAgent,41,16,1984,20230829
20250918,Installations Ops,Details,ServiceOps,35,7,1871,20250918
20250525,Asset Performance,Maps,SalesOps,32,10,2123,20250525
20240826,Service & Warranty,Aging,FieldAgent,37,12,2006,20240826
20250121,Service & Warranty,Maps,RegionalManager,38,8,1919,20250121
20240109,Service & Warranty,Agent Performance,Finance,25,9,1849,20240109
20250805,Executive Overview,Overview,FieldAgent,36,11,1744,20250805
20240208,Executive Overview,Overview,Executive,37,14,1554,20240208
20231027,Sales Pipeline,Overview,Analyst,46,10,2205,20231027
20240613,Executive Overview,Agent Performance,SalesOps,34,12,2134,20240613
20240710,Installations Ops,Agent Performance,Analyst,42,12,984,20240710
20230227,Asset Performance,Overview,SalesOps,35,15,2274,20230227
20240927,Asset Performance,Agent Performance,ServiceOps,22,7,640,20240927
20230503,Service & Warranty,Details,RegionalManager,40,9,1646,20230503
20251204,Sales Pipeline,Details,Executive,28,4,2054,20251204
20241207,PAYG Collections,Overview,Executive,37,6,2190,20241207
20251115,PAYG Collections,Aging,ServiceOps,32,8,2164,20251115
20230301,PAYG Collections,Maps,Finance,29,8,1325,20230301
20230410,Executive Overview,Aging,SalesOps,39,17,1893,20230410
20240705,PAYG Collections,Regional,ServiceOps,27,9,2338,20240705
20240521,Executive Overview,Regional,ServiceOps,34,7,1758,20240521
20250123,Executive Overview,Details,Executive,35,13,1678,20250123
20231222,PAYG Collections,Aging,SalesOps,37,6,1702,20231222
20230312,Asset Performance,Maps,Analyst,43,19,2416,20230312
20230714,PAYG Collections,Aging,RegionalManager,44,7,1035,20230714
20230925,Sales Pipeline,Regional,Finance,26,5,1544,20230925
20251123,Executive Overview,Maps,FieldAgent,39,15,2221,20251123
20240829,Installations Ops,Cohorts,Analyst,38,13,1578,20240829
20241112,Installations Ops,Aging,FieldAgent,37,12,1065,20241112
20240520,Sales Pipeline,Regional,Analyst,29,7,2257,20240520
20251021,Service & Warranty,Details,Finance,41,12,1525,20251021
20250618,Service & Warranty,Overview,Executive,34,9,1409,20250618
20230411,Executive Overview,Regional,Executive,38,12,2729,20230411
20230519,Sales Pipeline,Agent Performance,SalesOps,36,15,2597,20230519
20240528,Executive Overview,Maps,ServiceOps,41,17,1270,20240528
20230419,PAYG Collections,Maps,RegionalManager,40,11,2415,20230419
20240312,Sales Pipeline,Agent Performance,ServiceOps,32,14,1225,20240312
20250127,Asset Performance,Details,ServiceOps,34,13,2103,20250127
20250525,Installations Ops,Overview,FieldAgent,38,12,2461,20250525
20250513,PAYG Collections,Maps,ServiceOps,31,13,1829,20250513
20230805,Asset Performance,Regional,SalesOps,30,9,1444,20230805
20230326,PAYG Collections,Cohorts,Executive,35,15,1727,20230326
20250217,Sales Pipeline,Aging,ServiceOps,36,12,2243,20250217
20241018,Service & Warranty,Overview,SalesOps,38,7,1451,20241018
20230626,Sales Pipeline,Aging,FieldAgent,47,13,1489,20230626
20241016,Asset Performance,Details,Analyst,34,12,1562,20241016
20240705,Installations Ops,Overview,Analyst,36,8,1075,20240705
20231106,Sales Pipeline,Details,Executive,44,19,1289,20231106
20230425,Asset Performance,Cohorts,Analyst,37,9,2098,20230425
20250826,Sales Pipeline,Cohorts,FieldAgent,37,15,1578,20250826
20231117,Asset Performance,Maps,SalesOps,41,13,1123,20231117
20230625,Sales Pipeline,Details,SalesOps,38,14,1092,20230625
20250921,PAYG Collections,Maps,Analyst,32,14,2062,20250921
20240730,Executive Overview,Regional,RegionalManager,45,8,1946,20240730
20240703,Installations Ops,Cohorts,Analyst,42,13,2676,20240703
20240202,PAYG Collections,Aging,Finance,29,6,1182,20240202
20250121,Executive Overview,Details,ServiceOps,36,11,1284,20250121
20240121,Executive Overview,Maps,ServiceOps,37,7,1713,20240121
20240601,PAYG Collections,Agent Performance,FieldAgent,34,14,1833,20240601
20240521,Sales Pipeline,Cohorts,Executive,30,5,1600,20240521
20240214,Sales Pipeline,Aging,Finance,31,6,1873,20240214
20240702,PAYG Collections,Cohorts,Executive,39,7,2596,20240702
20251021,Executive Overview,Maps,RegionalManager,37,12,1691,20251021
20240220,Sales Pipeline,Maps,RegionalManager,25,6,2509,20240220
20241017,Service & Warranty,Regional,SalesOps,37,6,1399,20241017
20250329,Asset Performance,Cohorts,Analyst,35,7,2118,20250329
20230128,Asset Performance,Overview,Analyst,29,13,1512,20230128
20231019,Asset Performance,Aging,FieldAgent,30,12,1944,20231019
20250119,PAYG Collections,Maps,ServiceOps,37,16,2067,20250119
20230511,Sales Pipeline,Aging,FieldAgent,32,5,1856,20230511
20241228,Sales Pipeline,Cohorts,ServiceOps,38,14,1508,20241228
20240905,Asset Performance,Maps,Analyst,39,12,2097,20240905
20240604,Sales Pipeline,Cohorts,FieldAgent,26,5,1410,20240604
20250602,Installations Ops,Cohorts,FieldAgent,44,9,1558,20250602
20230608,Sales Pipeline,Details,Analyst,33,11,1425,20230608
20240822,Installations Ops,Overview,Analyst,39,6,1117,20240822
20250503,Asset Performance,Aging,RegionalManager,31,9,1846,20250503
20231018,Sales Pipeline,Aging,Finance,38,15,1527,20231018
20250202,Service & Warranty,Overview,FieldAgent,42,9,1897,20250202
20250610,PAYG Collections,Overview,SalesOps,32,7,1235,20250610
20251211,PAYG Collections,Cohorts,FieldAgent,27,9,1526,20251211
20240323,Installations Ops,Maps,Executive,36,7,2401,20240323
20251007,PAYG Collections,Agent Performance,ServiceOps,31,8,905,20251007
20250412,Service & Warranty,Regional,FieldAgent,37,16,1976,20250412
20250406,PAYG Collections,Overview,ServiceOps,39,8,1803,20250406
20240218,Executive Overview,Overview,Finance,28,5,1041,20240218
20250918,Service & Warranty,Aging,Finance,31,13,1658,20250918
20251217,Executive Overview,Regional,RegionalManager,27,12,1888,20251217
20231012,Sales Pipeline,Regional,ServiceOps,36,11,2186,20231012
20241030,Executive Overview,Aging,Executive,36,14,2044,20241030
20231126,Sales Pipeline,Regional,Executive,37,8,1931,20231126
20250402,Installations Ops,Aging,RegionalManager,31,10,1913,20250402
20250209,Asset Performance,Aging,Analyst,39,12,1131,20250209
20230227,Asset Performance,Overview,SalesOps,34,12,1663,20230227
20230807,Sales Pipeline,Cohorts,Executive,35,15,1601,20230807
20231127,Sales Pipeline,Details,FieldAgent,35,10,2176,20231127
20240522,Executive Overview,Agent Performance,RegionalManager,31,5,1898,20240522
20240213,Service & Warranty,Overview,RegionalManager,34,13,1546,20240213
20231213,PAYG Collections,Maps,ServiceOps,33,9,2380,20231213
20230905,Executive Overview,Regional,SalesOps,25,6,1127,20230905
20250118,PAYG Collections,Agent Performance,Analyst,38,11,2141,20250118
20230615,Installations Ops,Agent Performance,FieldAgent,34,7,1577,20230615
20231228,PAYG Collections,Overview,Executive,36,10,2085,20231228
20251224,Executive Overview,Regional,SalesOps,27,9,2517,20251224
20240729,Asset Performance,Aging,Analyst,29,10,1779,20240729
20240929,Executive Overview,Overview,Analyst,19,4,1941,20240929
20240624,Executive Overview,Regional,SalesOps,39,11,1473,20240624
20230704,Installations Ops,Aging,SalesOps,38,14,1765,20230704
20251024,Service & Warranty,Agent Performance,Analyst,22,6,2114,20251024
20250601,PAYG Collections,Details,ServiceOps,38,15,1701,20250601
20240504,Asset Performance,Overview,SalesOps,30,6,982,20240504
20240831,Asset Performance,Agent Performance,Finance,33,11,1181,20240831
20240816,Service & Warranty,Agent Performance,SalesOps,44,8,2394,20240816
20250708,Service & Warranty,Details,SalesOps,29,6,1732,20250708
20251227,Sales Pipeline,Agent Performance,RegionalManager,31,9,959,20251227
20241103,Service & Warranty,Overview,Executive,27,8,2015,20241103
20240525,Asset Performance,Cohorts,Analyst,40,13,1579,20240525
20231205,PAYG Collections,Aging,FieldAgent,39,7,1925,20231205
20240519,Service & Warranty,Maps,Executive,33,10,2567,20240519
20250402,Installations Ops,Regional,FieldAgent,31,12,1805,20250402
20230324,Service & Warranty,Maps,RegionalManager,31,6,1732,20230324
20241106,Executive Overview,Agent Performance,Finance,34,11,1931,20241106
20230921,PAYG Collections,Regional,FieldAgent,30,9,1899,20230921
20231209,Asset Performance,Regional,SalesOps,31,14,1657,20231209
20240414,Service & Warranty,Overview,ServiceOps,27,9,1260,20240414
20230323,Executive Overview,Details,Executive,42,9,2029,20230323
20250612,Sales Pipeline,Aging,Executive,30,12,2058,20250612
20250914,Executive Overview,Agent Performance,FieldAgent,33,6,1539,20250914
20250111,Installations Ops,Maps,ServiceOps,30,6,1883,20250111
20230216,Executive Overview,Details,RegionalManager,40,7,1751,20230216
20230914,Sales Pipeline,Maps,Analyst,38,11,2069,20230914
20240613,Sales Pipeline,Overview,Finance,24,5,2085,20240613
20230326,PAYG Collections,Details,Finance,30,6,2099,20230326
20230504,Sales Pipeline,Overview,Analyst,40,18,1690,20230504
20230411,Service & Warranty,Aging,Analyst,45,7,2027,20230411
20241206,Executive Overview,Cohorts,ServiceOps,30,12,1848,20241206
20230426,Installations Ops,Maps,Finance,30,12,1475,20230426
20230328,Installations Ops,Regional,ServiceOps,50,22,1760,20230328
20230224,Installations Ops,Agent Performance,FieldAgent,37,15,1940,20230224
20231210,Asset Performance,Details,Analyst,32,11,2689,20231210
20240729,Executive Overview,Aging,SalesOps,32,6,1864,20240729
20251024,Installations Ops,Overview,Finance,30,11,2168,20251024
20230822,PAYG Collections,Regional,ServiceOps,27,5,1884,20230822
20230611,Service & Warranty,Agent Performance,ServiceOps,35,8,2610,20230611
20250421,Installations Ops,Cohorts,SalesOps,38,13,2026,20250421
20241222,Sales Pipeline,Agent Performance,Executive,37,10,1938,20241222
20250129,Executive Overview,Regional,RegionalManager,31,10,2127,20250129
20250820,Executive Overview,Aging,Executive,27,6,2266,20250820
20250309,PAYG Collections,Aging,FieldAgent,42,7,2515,20250309
20240220,Executive Overview,Maps,Finance,37,6,1949,20240220
20251120,Installations Ops,Agent Performance,FieldAgent,32,14,1945,20251120
20250514,PAYG Collections,Details,Finance,34,10,2032,20250514
20240510,Service & Warranty,Regional,Executive,31,10,2069,20240510
20250830,PAYG Collections,Aging,RegionalManager,38,16,1950,20250830
20240902,Installations Ops,Overview,SalesOps,36,15,2803,20240902
20250608,Service & Warranty,Overview,ServiceOps,42,6,1841,20250608
20231221,Asset Performance,Overview,SalesOps,40,13,1292,20231221
20250107,Executive Overview,Agent Performance,FieldAgent,37,16,2422,20250107
20240614,Asset Performance,Agent Performance,ServiceOps,25,8,1863,20240614
20250724,Installations Ops,Aging,Finance,34,10,1774,20250724
20241227,Executive Overview,Details,Executive,32,9,2251,20241227
20250813,Sales Pipeline,Regional,Analyst,32,11,1470,20250813
20240919,Service & Warranty,Regional,Analyst,31,6,1789,20240919
20240523,Sales Pipeline,Agent Performance,Analyst,37,9,2091,20240523
20240910,Sales Pipeline,Details,SalesOps,30,6,1823,20240910
20251202,Installations Ops,Aging,SalesOps,36,10,2256,20251202
20250224,Executive Overview,Overview,SalesOps,41,8,1903,20250224
20230313,Installations Ops,Overview,Analyst,34,11,2388,20230313
20230725,Asset Performance,Maps,FieldAgent,43,11,2452,20230725
20250603,Asset Performance,Agent Performance,RegionalManager,36,8,2096,20250603
20250329,Installations Ops,Aging,Executive,39,10,1161,20250329
20230127,Sales Pipeline,Regional,SalesOps,36,11,1619,20230127
20240530,PAYG Collections,Agent Performance,RegionalManager,31,13,1657,20240530
20251009,PAYG Collections,Aging,Analyst,31,13,1753,20251009
20250515,Service & Warranty,Cohorts,Analyst,26,11,2194,20250515
20240305,Executive Overview,Agent Performance,FieldAgent,32,11,1958,20240305
20230423,Installations Ops,Agent Performance,ServiceOps,35,15,1878,20230423
20251106,Asset Performance,Maps,FieldAgent,41,15,1888,20251106
20250617,Executive Overview,Aging,Finance,33,14,3211,20250617
20230329,PAYG Collections,Details,FieldAgent,33,10,1704,20230329
20251211,Installations Ops,Regional,SalesOps,37,14,1749,20251211
20230825,Installations Ops,Aging,Executive,27,6,2784,20230825
20240919,Executive Overview,Agent Performance,Finance,26,7,1860,20240919
20230612,Installations Ops,Agent Performance,Finance,37,14,2245,20230612
20250305,Service & Warranty,Maps,Analyst,34,11,1988,20250305
20240614,Installations Ops,Details,Analyst,46,10,1809,20240614
20240107,Service & Warranty,Maps,RegionalManager,28,7,2355,20240107
20251115,Executive Overview,Regional,FieldAgent,29,8,1521,20251115
20251201,Asset Performance,Overview,RegionalManager,37,6,1273,20251201
20230226,Installations Ops,Regional,Analyst,20,8,1514,20230226
20241201,Asset Performance,Agent Performance,SalesOps,51,10,1628,20241201
20240219,Sales Pipeline,Aging,ServiceOps,35,13,1360,20240219
20251120,Sales Pipeline,Maps,FieldAgent,35,8,1928,20251120
20240511,PAYG Collections,Regional,ServiceOps,33,15,2063,20240511
20250626,Installations Ops,Agent Performance,Executive,29,10,1303,20250626
20250609,Executive Overview,Overview,Analyst,39,12,1706,20250609
20240401,Sales Pipeline,Agent Performance,SalesOps,24,9,1914,20240401
20240225,PAYG Collections,Cohorts,Executive,40,13,2043,20240225
20230902,PAYG Collections,Agent Performance,SalesOps,42,16,835,20230902
20250124,Sales Pipeline,Details,FieldAgent,42,15,2312,20250124
20250317,Installations Ops,Aging,Finance,45,18,2101,20250317
20241218,Sales Pipeline,Regional,Analyst,34,12,1680,20241218
20251203,PAYG Collections,Cohorts,Analyst,28,8,894,20251203
20250626,Installations Ops,Regional,Analyst,43,8,2254,20250626
20250903,Executive Overview,Regional,SalesOps,50,10,1900,20250903
20230401,Service & Warranty,Maps,Finance,46,18,1599,20230401
20230905,Installations Ops,Cohorts,ServiceOps,26,7,1971,20230905
20250130,Asset Performance,Maps,FieldAgent,24,7,1676,20250130
20250914,Service & Warranty,Regional,Executive,31,11,1892,20250914
20250710,Sales Pipeline,Cohorts,Finance,28,10,1550,20250710
20230523,Sales Pipeline,Regional,SalesOps,37,10,1625,20230523
20250826,Sales Pipeline,Overview,ServiceOps,25,8,1611,20250826
20230715,Executive Overview,Cohorts,ServiceOps,44,13,1450,20230715
20250912,Executive Overview,Aging,Analyst,36,15,1050,20250912
20250207,Installations Ops,Overview,FieldAgent,42,8,1026,20250207
20250630,Executive Overview,Regional,Executive,39,12,1570,20250630
20251227,Service & Warranty,Maps,RegionalManager,25,6,2315,20251227
20240323,PAYG Collections,Overview,RegionalManager,26,10,1191,20240323
20240925,Sales Pipeline,Maps,ServiceOps,37,11,1925,20240925
20230302,Service & Warranty,Overview,ServiceOps,36,9,2329,20230302
20250218,Sales Pipeline,Cohorts,Executive,43,19,1892,20250218
20230123,Service & Warranty,Details,ServiceOps,40,7,1809,20230123
20230605,Installations Ops,Regional,Executive,34,13,2532,20230605
20240628,Service & Warranty,Details,Executive,24,5,2346,20240628
20230906,Installations Ops,Agent Performance,Analyst,32,6,1127,20230906
20240106,Executive Overview,Maps,FieldAgent,42,10,2001,20240106
20230129,Service & Warranty,Regional,Analyst,43,7,1335,20230129
20240811,Sales Pipeline,Maps,Finance,49,17,1742,20240811
20250429,Executive Overview,Overview,SalesOps,30,13,1567,20250429
20241122,Installations Ops,Regional,Executive,34,9,1718,20241122
20251214,Executive Overview,Regional,FieldAgent,38,14,1877,20251214
20240608,Sales Pipeline,Details,RegionalManager,32,5,2326,20240608
20230329,Asset Performance,Overview,Analyst,25,11,1832,20230329
20240716,PAYG Collections,Maps,FieldAgent,29,6,1469,20240716
20250930,PAYG Collections,Aging,Analyst,31,13,1481,20250930
20250817,PAYG Collections,Aging,Finance,27,12,2036,20250817
20250802,Service & Warranty,Regional,SalesOps,35,8,2186,20250802
20230203,Executive Overview,Agent Performance,ServiceOps,34,8,1739,20230203
20230401,Service & Warranty,Aging,Analyst,40,10,1565,20230401
20230207,Service & Warranty,Aging,Executive,41,14,2101,20230207
20250604,Executive Overview,Regional,Analyst,27,10,1746,20250604
20230729,Asset Performance,Regional,RegionalManager,39,17,2665,20230729
20250709,Executive Overview,Maps,SalesOps,36,11,1100,20250709
20240706,Installations Ops,Cohorts,Executive,27,5,1544,20240706
20241212,PAYG Collections,Agent Performance,FieldAgent,29,4,2572,20241212
20240522,Executive Overview,Regional,FieldAgent,39,15,1153,20240522
20240130,Asset Performance,Cohorts,RegionalManager,35,15,1999,20240130
20230928,Installations Ops,Details,RegionalManager,43,11,1807,20230928
20240220,Sales Pipeline,Details,ServiceOps,38,9,2122,20240220
20250412,Installations Ops,Maps,SalesOps,31,14,2715,20250412
20231208,Asset Performance,Agent Performance,SalesOps,42,15,2198,20231208
20251127,PAYG Collections,Overview,Finance,31,11,1550,20251127
20230227,Sales Pipeline,Agent Performance,Finance,35,16,1731,20230227
20240804,Installations Ops,Aging,ServiceOps,40,17,1635,20240804
20230825,Asset Performance,Maps,SalesOps,38,13,1969,20230825
20230330,Executive Overview,Cohorts,FieldAgent,32,6,2408,20230330
20251013,Asset Performance,Overview,Executive,38,15,2187,20251013
20231019,Installations Ops,Maps,ServiceOps,34,8,1704,20231019
20251221,Sales Pipeline,Agent Performance,ServiceOps,26,12,2253,20251221
20250423,PAYG Collections,Maps,Finance,39,11,1105,20250423
20240712,Service & Warranty,Aging,FieldAgent,34,10,2328,20240712
20230501,PAYG Collections,Details,Executive,35,6,1835,20230501
20250601,Asset Performance,Aging,Finance,34,13,1867,20250601
20250801,Executive Overview,Cohorts,SalesOps,23,4,2072,20250801
20250518,PAYG Collections,Aging,Analyst,30,13,1978,20250518
20240317,PAYG Collections,Regional,FieldAgent,31,9,2141,20240317
20240807,PAYG Collections,Agent Performance,SalesOps,36,11,1640,20240807
20241202,Asset Performance,Overview,Analyst,27,6,2123,20241202
20250604,Installations Ops,Aging,SalesOps,31,12,1701,20250604
20251125,Service & Warranty,Maps,SalesOps,41,17,1711,20251125
20231222,Installations Ops,Aging,Analyst,43,17,1830,20231222
20240527,Installations Ops,Agent Performance,ServiceOps,39,9,2463,20240527
20241102,Executive Overview,Overview,Executive,34,5,2102,20241102
20230509,Executive Overview,Aging,FieldAgent,29,6,2024,20230509
20230106,Sales Pipeline,Agent Performance,RegionalManager,32,8,2153,20230106
20240807,Executive Overview,Agent Performance,RegionalManager,38,15,2276,20240807
20230428,Asset Performance,Regional,Executive,30,5,2289,20230428
20250730,Executive Overview,Cohorts,FieldAgent,33,10,1835,20250730
20240113,PAYG Collections,Cohorts,Analyst,33,11,1148,20240113
20240115,Asset Performance,Agent Performance,RegionalManager,27,6,2051,20240115
20240205,Executive Overview,Aging,RegionalManager,42,10,1868,20240205
20240508,Executive Overview,Agent Performance,RegionalManager,31,8,1663,20240508
20250424,Installations Ops,Aging,Analyst,33,13,2079,20250424
20241127,Asset Performance,Maps,RegionalManager,31,6,1411,20241127
20250522,PAYG Collections,Cohorts,SalesOps,40,7,1756,20250522
20250823,Installations Ops,Details,FieldAgent,30,8,1247,20250823
20230425,Service & Warranty,Aging,ServiceOps,35,10,2023,20230425
20251022,Service & Warranty,Regional,RegionalManager,30,13,1655,20251022
20240210,Executive Overview,Agent Performance,RegionalManager,40,8,2279,20240210
20240107,Sales Pipeline,Maps,SalesOps,38,6,1598,20240107
20240506,Executive Overview,Overview,RegionalManager,29,13,2288,20240506
20230201,Executive Overview,Agent Performance,Analyst,31,10,2394,20230201
20240504,Executive Overview,Cohorts,Analyst,29,8,2408,20240504
20240511,Installations Ops,Cohorts,Executive,38,9,1627,20240511
20250729,Executive Overview,Cohorts,Executive,48,18,1412,20250729
20230710,Installations Ops,Overview,RegionalManager,35,11,1820,20230710
20230114,Installations Ops,Regional,ServiceOps,42,18,2517,20230114
20250527,PAYG Collections,Overview,FieldAgent,37,13,1586,20250527
20240629,Asset Performance,Overview,ServiceOps,33,14,2319,20240629
20240304,Executive Overview,Agent Performance,FieldAgent,35,8,2057,20240304
20240124,Installations Ops,Agent Performance,Executive,31,8,1797,20240124
20230129,Sales Pipeline,Aging,SalesOps,37,14,1739,20230129
20231230,Installations Ops,Details,FieldAgent,35,12,2143,20231230
20250609,Executive Overview,Cohorts,SalesOps,39,10,1057,20250609
20231023,PAYG Collections,Agent Performance,ServiceOps,43,15,1175,20231023
20230125,Executive Overview,Maps,Finance,32,5,1826,20230125
20230501,Installations Ops,Regional,ServiceOps,35,13,1377,20230501
20240912,Executive Overview,Agent Performance,ServiceOps,47,19,2604,20240912
20240412,Installations Ops,Regional,Finance,29,12,1716,20240412
20230112,Installations Ops,Agent Performance,Analyst,34,10,1310,20230112
20241130,Sales Pipeline,Overview,Analyst,24,7,1937,20241130
20250517,Asset Performance,Agent Performance,SalesOps,43,12,1880,20250517
20250207,Installations Ops,Overview,ServiceOps,30,6,1520,20250207
20230818,Sales Pipeline,Agent Performance,FieldAgent,32,11,2092,20230818
20250107,Service & Warranty,Overview,FieldAgent,46,7,1810,20250107
20230222,PAYG Collections,Regional,FieldAgent,37,12,1982,20230222
20241207,Installations Ops,Aging,ServiceOps,36,10,2445,20241207
20241117,Sales Pipeline,Agent Performance,RegionalManager,32,5,1694,20241117
20230722,Executive Overview,Agent Performance,SalesOps,36,13,2131,20230722
20241127,Asset Performance,Details,Finance,40,15,2189,20241127
20230304,Service & Warranty,Aging,SalesOps,46,20,1503,20230304
20251113,Service & Warranty,Cohorts,Finance,27,9,1011,20251113
20250224,PAYG Collections,Details,RegionalManager,36,14,1858,20250224
20250227,Asset Performance,Agent Performance,SalesOps,29,6,2309,20250227
20250514,Asset Performance,Agent Performance,Executive,26,9,1977,20250514
20240822,Sales Pipeline,Details,Analyst,28,7,1951,20240822
20250717,Sales Pipeline,Aging,FieldAgent,32,6,2521,20250717
20251101,Service & Warranty,Details,Analyst,28,6,1683,20251101
20231118,Executive Overview,Overview,ServiceOps,44,17,2093,20231118
20250308,Executive Overview,Regional,Executive,41,6,1607,20250308
20240203,Sales Pipeline,Overview,SalesOps,35,10,2157,20240203
20240302,Service & Warranty,Regional,Analyst,41,13,740,20240302
20250514,Asset Performance,Aging,Finance,37,7,2311,20250514
20250818,Installations Ops,Aging,Analyst,31,6,1644,20250818
20230206,Asset Performance,Cohorts,FieldAgent,39,16,2479,20230206
20241013,Asset Performance,Details,Finance,27,9,1507,20241013
20240914,Installations Ops,Cohorts,RegionalManager,36,7,2305,20240914
20240716,Executive Overview,Regional,SalesOps,40,12,2154,20240716
20230609,Sales Pipeline,Maps,SalesOps,38,9,1290,20230609
20251207,Asset Performance,Cohorts,Executive,22,6,1972,20251207
20230517,Sales Pipeline,Regional,ServiceOps,38,10,1804,20230517
20241021,Executive Overview,Overview,Analyst,38,15,2149,20241021
20230112,Executive Overview,Aging,Executive,41,7,1355,20230112
20250110,Installations Ops,Cohorts,Executive,35,12,1749,20250110
20230901,PAYG Collections,Agent Performance,Analyst,34,9,1948,20230901
20240109,Executive Overview,Maps,FieldAgent,33,10,1722,20240109
20230523,Installations Ops,Regional,ServiceOps,40,18,2126,20230523
20240224,Executive Overview,Agent Performance,ServiceOps,34,9,1723,20240224
20240125,Executive Overview,Maps,SalesOps,30,13,1228,20240125
20230329,Asset Performance,Regional,Executive,44,9,1532,20230329
20230605,Service & Warranty,Cohorts,FieldAgent,38,13,1093,20230605
20250814,Executive Overview,Agent Performance,SalesOps,33,9,1916,20250814
20240129,PAYG Collections,Details,SalesOps,24,8,2008,20240129
20250927,Sales Pipeline,Overview,Analyst,35,13,1229,20250927
20250802,Executive Overview,Maps,RegionalManager,43,16,1146,20250802
20251223,Installations Ops,Overview,Finance,44,10,1333,20251223
20240204,Executive Overview,Agent Performance,Analyst,34,7,1556,20240204
20230325,Executive Overview,Agent Performance,RegionalManager,27,5,2000,20230325
20250828,PAYG Collections,Overview,RegionalManager,29,6,1661,20250828
20250925,PAYG Collections,Aging,SalesOps,38,8,974,20250925
20241013,Executive Overview,Agent Performance,Executive,28,12,1751,20241013
20250326,Asset Performance,Maps,SalesOps,28,4,1164,20250326
20250402,Sales Pipeline,Cohorts,RegionalManager,32,14,2044,20250402
20250719,Asset Performance,Regional,SalesOps,51,13,2079,20250719
20231015,Sales Pipeline,Regional,ServiceOps,42,14,927,20231015
20231201,Sales Pipeline,Agent Performance,Finance,38,11,1841,20231201
20250223,Executive Overview,Aging,RegionalManager,31,11,2097,20250223
20230220,PAYG Collections,Agent Performance,Executive,41,16,1545,20230220
20240901,Service & Warranty,Overview,SalesOps,25,10,2428,20240901
20251204,Installations Ops,Overview,SalesOps,32,6,2219,20251204
20230306,Executive Overview,Cohorts,SalesOps,34,9,2449,20230306
20240419,PAYG Collections,Cohorts,RegionalManager,31,12,2467,20240419
20240214,Executive Overview,Maps,Executive,26,8,2056,20240214
20230509,PAYG Collections,Overview,SalesOps,42,12,2267,20230509
20241103,Service & Warranty,Details,ServiceOps,28,8,1534,20241103
20250529,Sales Pipeline,Details,ServiceOps,34,9,1886,20250529
20230923,Service & Warranty,Overview,SalesOps,38,7,1094,20230923
20240310,Asset Performance,Agent Performance,Executive,32,13,2274,20240310
20250112,PAYG Collections,Agent Performance,FieldAgent,33,9,2125,20250112
20240518,Service & Warranty,Details,RegionalManager,34,5,1255,20240518
20241203,Asset Performance,Cohorts,SalesOps,32,8,1710,20241203
20250618,PAYG Collections,Cohorts,Executive,40,16,1138,20250618
20230311,Installations Ops,Regional,FieldAgent,35,14,1578,20230311
20240108,Asset Performance,Maps,FieldAgent,31,9,1434,20240108
20230606,Sales Pipeline,Agent Performance,Analyst,38,13,1710,20230606
20250315,Sales Pipeline,Cohorts,Analyst,36,14,2150,20250315
20230731,Service & Warranty,Aging,SalesOps,38,8,1486,20230731
20241026,PAYG Collections,Aging,SalesOps,38,13,1881,20241026
20240519,Asset Performance,Details,ServiceOps,32,8,1635,20240519
20250920,Executive Overview,Cohorts,ServiceOps,31,10,1181,20250920
20250218,Asset Performance,Agent Performance,ServiceOps,31,11,1825,20250218
20240722,Executive Overview,Regional,SalesOps,34,14,1457,20240722
20250511,Executive Overview,Maps,Finance,36,15,2281,20250511
20251118,Executive Overview,Agent Performance,RegionalManager,43,17,2229,20251118
20250428,Asset Performance,Aging,SalesOps,42,10,1998,20250428
20240313,Installations Ops,Details,ServiceOps,32,11,1048,20240313
20230415,Executive Overview,Overview,ServiceOps,23,4,2328,20230415
20250906,Asset Performance,Maps,FieldAgent,42,18,2227,20250906
20240720,PAYG Collections,Maps,RegionalManager,29,13,2302,20240720
20231213,Installations Ops,Cohorts,Executive,29,9,1940,20231213
20250527,Installations Ops,Maps,ServiceOps,37,6,2287,20250527
20230131,Installations Ops,Cohorts,Executive,32,12,1888,20230131
20250816,Asset Performance,Overview,Finance,27,7,1643,20250816
20240316,PAYG Collections,Regional,SalesOps,30,6,1550,20240316
20230714,Executive Overview,Regional,FieldAgent,38,15,1640,20230714
20250924,Asset Performance,Overview,Analyst,42,11,2999,20250924
20250329,PAYG Collections,Regional,Finance,37,12,1708,20250329
20240701,PAYG Collections,Agent Performance,Executive,37,13,1680,20240701
20240615,Asset Performance,Maps,Analyst,31,13,1975,20240615
20250720,Sales Pipeline,Overview,FieldAgent,22,6,1336,20250720
20251106,Installations Ops,Overview,RegionalManager,40,12,1398,20251106
20230601,Sales Pipeline,Cohorts,SalesOps,41,7,1118,20230601
20231113,Service & Warranty,Agent Performance,Analyst,27,8,1805,20231113
20230608,Sales Pipeline,Aging,FieldAgent,40,16,2223,20230608
20251207,Sales Pipeline,Agent Performance,ServiceOps,33,11,1354,20251207
20250102,Service & Warranty,Agent Performance,FieldAgent,35,12,1660,20250102
