ticket_id,ticket_open_date_key,ticket_close_date_key,customer_sk,product_sk,asset_sk,service_category_id,geo_id,ticket_status,sla_target_days,actual_resolution_days,sla_met_flag,repeat_issue_flag,warranty_claim_flag
TCK_00001942,20241002,,555462,2010,935178.0,7,1265,open,3,,,False,False
TCK_00001943,20240125,20240214.0,557769,2013,936329.0,1,1408,closed,3,20.0,0.0,False,True
TCK_00001944,20240318,,513666,2003,937818.0,5,1218,open,3,,,False,False
TCK_00001945,20230404,20230413.0,546325,2004,,2,1036,closed,3,9.0,0.0,False,False
TCK_00001946,20241019,20241104.0,526723,2019,926184.0,5,1151,closed,3,16.0,0.0,True,False
TCK_00001947,20240808,20240824.0,543491,2007,928088.0,7,1167,closed,5,16.0,0.0,False,False
TCK_00001948,20230216,20230223.0,549163,2009,921679.0,4,1009,closed,1,7.0,0.0,False,True
TCK_00001949,20240419,20240429.0,525670,2003,943469.0,1,1097,closed,1,10.0,0.0,False,True
TCK_00001950,20241130,20241216.0,514408,2004,935395.0,7,1087,closed,2,16.0,0.0,False,False
TCK_00001951,20231230,20240109.0,505535,2019,915079.0,7,1060,closed,5,10.0,0.0,True,False
TCK_00001952,20250325,20250413.0,539577,2005,915117.0,4,1051,closed,3,19.0,0.0,False,False
TCK_00001953,20251226,20260109.0,534393,2024,919254.0,5,1435,closed,7,14.0,0.0,False,False
TCK_00001954,20230504,,557475,2020,904566.0,5,1327,open,3,,,False,False
TCK_00001955,20231115,,526491,2006,908133.0,4,1189,open,5,,,False,True
TCK_00001956,20240514,20240522.0,542053,2008,938889.0,3,1416,closed,3,8.0,0.0,False,False
TCK_00001957,20230901,20230910.0,505205,2013,,4,1067,closed,5,9.0,0.0,False,False
TCK_00001958,20240727,20240811.0,523387,2012,,1,1361,closed,2,15.0,0.0,False,False
TCK_00001959,20251112,20251116.0,512232,2024,916630.0,4,1345,closed,2,4.0,0.0,True,True
TCK_00001960,20230225,,545997,2004,903242.0,2,1118,escalated,3,,,False,False
TCK_00001961,20231209,20231217.0,556005,2004,946465.0,1,1228,closed,2,8.0,0.0,False,True
TCK_00001962,20230701,20230720.0,524339,2004,916492.0,4,1145,closed,3,19.0,0.0,True,False
TCK_00001963,20230111,20230112.0,542911,2019,925856.0,2,1194,closed,3,1.0,1.0,False,True
TCK_00001964,20240908,20240924.0,517331,2013,900666.0,5,1110,closed,2,16.0,0.0,False,False
TCK_00001965,20250614,20250701.0,508615,2004,901761.0,5,1418,closed,3,17.0,0.0,False,False
TCK_00001966,20251012,,514683,2020,945378.0,3,1185,open,7,,,False,False
TCK_00001967,20230504,20230512.0,500893,2023,931035.0,4,1500,closed,3,8.0,0.0,False,True
TCK_00001968,20250115,,540460,2006,914803.0,6,1347,open,2,,,False,False
TCK_00001969,20240513,20240514.0,524272,2016,924241.0,3,1319,closed,2,1.0,1.0,False,False
TCK_00001970,20250103,20250112.0,514412,2023,925200.0,1,1093,closed,2,9.0,0.0,True,False
TCK_00001971,20240210,20240224.0,533370,2003,942043.0,5,1434,closed,2,14.0,0.0,False,False
TCK_00001972,20230506,20230515.0,547523,2018,918213.0,5,1209,closed,5,9.0,0.0,False,False
TCK_00001973,20251111,20251127.0,526531,2023,932843.0,3,1003,closed,5,16.0,0.0,False,True
TCK_00001974,20240329,20240418.0,527563,2005,940163.0,5,1015,closed,5,20.0,0.0,True,False
TCK_00001975,20230707,20230722.0,556933,2002,913078.0,1,1242,closed,5,15.0,0.0,False,False
TCK_00001976,20230129,,501508,2002,,7,1275,open,3,,,False,False
TCK_00001977,20240414,20240423.0,509663,2003,924266.0,4,1143,closed,1,9.0,0.0,False,False
TCK_00001978,20230621,20230710.0,544243,2017,933257.0,1,1245,closed,3,19.0,0.0,False,False
TCK_00001979,20240523,20240527.0,508732,2005,905275.0,3,1526,closed,2,4.0,0.0,False,False
TCK_00001980,20250513,20250522.0,530171,2002,913341.0,4,1209,closed,5,9.0,0.0,False,False
TCK_00001981,20240513,,549266,2014,,7,1361,open,2,,,False,False
TCK_00001982,20250418,20250508.0,555677,2006,901847.0,3,1031,closed,2,20.0,0.0,False,False
TCK_00001983,20230504,20230511.0,526661,2017,945772.0,3,1166,closed,5,7.0,0.0,False,True
TCK_00001984,20250304,20250316.0,530614,2017,932896.0,1,1477,closed,1,12.0,0.0,False,False
TCK_00001985,20241017,20241104.0,514340,2012,910995.0,7,1146,closed,3,18.0,0.0,False,False
TCK_00001986,20230416,20230416.0,558591,2024,925513.0,2,1498,closed,1,0.0,1.0,False,False
TCK_00001987,20240221,20240302.0,540674,2019,927006.0,5,1007,closed,2,10.0,0.0,False,False
TCK_00001988,20230618,20230708.0,504150,2003,944152.0,2,1091,closed,1,20.0,0.0,False,False
TCK_00001989,20240212,20240212.0,549121,2010,912509.0,3,1339,closed,3,0.0,1.0,False,False
TCK_00001990,20241122,,539525,2014,,7,1218,open,7,,,False,False
TCK_00001991,20250920,,500377,2019,933856.0,2,1410,open,3,,,False,True
TCK_00001992,20240102,20240116.0,538606,2015,915946.0,1,1030,closed,3,14.0,0.0,False,False
TCK_00001993,20230807,20230811.0,538034,2018,,6,1300,closed,7,4.0,1.0,False,True
TCK_00001994,20240301,,523670,2017,923533.0,4,1086,open,2,,,False,False
TCK_00001995,20240321,20240327.0,544516,2022,900532.0,2,1467,closed,5,6.0,0.0,False,True
TCK_00001996,20250623,20250625.0,525165,2015,919486.0,3,1521,closed,1,2.0,0.0,False,False
TCK_00001997,20240929,20241010.0,505381,2014,,1,1221,closed,3,11.0,0.0,False,False
TCK_00001998,20231102,20231121.0,511741,2009,932021.0,7,1306,closed,2,19.0,0.0,False,False
TCK_00001999,20251204,20251211.0,550716,2012,937829.0,3,1014,closed,2,7.0,0.0,False,False
TCK_00002000,20240108,20240117.0,531301,2012,945702.0,7,1039,closed,2,9.0,0.0,False,False
TCK_00002001,20250701,20250712.0,555361,2019,909134.0,4,1048,closed,5,11.0,0.0,False,False
TCK_00002002,20230801,20230821.0,529335,2019,932126.0,5,1362,closed,5,20.0,0.0,False,False
TCK_00002003,20230914,20231002.0,532519,2003,,6,1101,closed,7,18.0,0.0,False,True
TCK_00002004,20241110,20241112.0,505249,2011,,6,1191,closed,2,2.0,1.0,False,False
TCK_00002005,20240129,20240211.0,512066,2012,911220.0,3,1309,closed,5,13.0,0.0,False,False
TCK_00002006,20230304,20230311.0,522295,2001,906647.0,6,1394,closed,3,7.0,0.0,False,True
TCK_00002007,20250223,,553702,2018,923643.0,6,1408,open,5,,,False,False
TCK_00002008,20250906,20250921.0,541414,2004,911563.0,2,1235,closed,3,15.0,0.0,False,False
TCK_00002009,20231013,20231014.0,509597,2006,,7,1136,closed,2,1.0,1.0,False,False
TCK_00002010,20241129,20241203.0,523670,2011,947620.0,3,1086,closed,1,4.0,0.0,False,True
TCK_00002011,20240422,,536295,2011,948045.0,2,1222,open,3,,,False,False
TCK_00002012,20240218,20240221.0,534129,2024,,6,1494,closed,1,3.0,0.0,False,True
TCK_00002013,20240126,20240206.0,553575,2015,937311.0,4,1206,closed,5,11.0,0.0,False,False
TCK_00002014,20241224,,554983,2021,,5,1199,escalated,2,,,False,False
TCK_00002015,20241207,,538269,2021,923378.0,3,1391,open,3,,,True,True
TCK_00002016,20241228,20250113.0,507741,2017,933701.0,1,1036,closed,5,16.0,0.0,False,False
TCK_00002017,20230114,20230202.0,557259,2013,946083.0,4,1448,closed,1,19.0,0.0,True,True
TCK_00002018,20251215,20251215.0,552336,2021,906635.0,2,1512,closed,3,0.0,1.0,False,False
TCK_00002019,20250816,20250817.0,514311,2024,939601.0,1,1047,closed,1,1.0,1.0,True,True
TCK_00002020,20240505,,549058,2001,909269.0,6,1171,open,2,,,True,False
TCK_00002021,20250702,20250715.0,540621,2021,945064.0,6,1415,closed,3,13.0,0.0,False,False
TCK_00002022,20250208,20250224.0,556059,2005,915609.0,3,1402,closed,5,16.0,0.0,False,True
TCK_00002023,20230126,20230211.0,507268,2009,914617.0,7,1305,closed,3,16.0,0.0,False,False
TCK_00002024,20231211,20231226.0,503279,2013,910703.0,6,1008,closed,3,15.0,0.0,False,False
TCK_00002025,20240206,20240209.0,536649,2003,942361.0,1,1273,closed,3,3.0,1.0,False,False
TCK_00002026,20240926,20241016.0,505701,2022,903738.0,3,1139,closed,1,20.0,0.0,False,False
TCK_00002027,20230906,20230910.0,541826,2002,,5,1040,closed,2,4.0,0.0,True,False
TCK_00002028,20230529,,545205,2012,920053.0,6,1093,open,5,,,False,False
TCK_00002029,20230515,,503876,2004,,1,1156,open,5,,,False,False
TCK_00002030,20250327,,540332,2020,909525.0,6,1282,open,5,,,True,False
TCK_00002031,20251019,20251026.0,520079,2015,901659.0,7,1046,closed,5,7.0,0.0,False,False
TCK_00002032,20230429,20230512.0,534387,2019,903057.0,7,1489,closed,1,13.0,0.0,False,False
TCK_00002033,20230309,20230319.0,535717,2008,933413.0,3,1369,closed,7,10.0,0.0,False,False
TCK_00002034,20230207,,507699,2010,,4,1365,open,5,,,False,False
TCK_00002035,20240714,20240721.0,521539,2002,936295.0,3,1373,closed,3,7.0,0.0,False,False
TCK_00002036,20231201,20231207.0,507211,2011,903928.0,1,1079,closed,5,6.0,0.0,False,True
TCK_00002037,20251011,20251016.0,527010,2024,940601.0,2,1334,closed,2,5.0,0.0,False,False
TCK_00002038,20240825,20240828.0,521991,2004,903649.0,2,1018,closed,7,3.0,1.0,False,True
TCK_00002039,20250924,20251007.0,518020,2018,915031.0,2,1343,closed,3,13.0,0.0,True,False
TCK_00002040,20250126,,536843,2016,934397.0,7,1342,open,5,,,False,False
TCK_00002041,20251019,20251104.0,510958,2001,916635.0,2,1331,closed,3,16.0,0.0,False,False
TCK_00002042,20230629,,517877,2010,,4,1141,open,7,,,True,True
TCK_00002043,20250602,20250614.0,516823,2019,937766.0,1,1054,closed,3,12.0,0.0,False,False
TCK_00002044,20231013,20231022.0,507225,2013,932191.0,1,1028,closed,5,9.0,0.0,True,True
TCK_00002045,20240824,20240831.0,507079,2003,928563.0,3,1359,closed,2,7.0,0.0,False,False
TCK_00002046,20240609,,518769,2005,941104.0,7,1002,escalated,1,,,True,False
TCK_00002047,20240724,20240809.0,502472,2004,928038.0,4,1145,closed,2,16.0,0.0,False,False
TCK_00002048,20240504,,530203,2017,,2,1512,open,5,,,False,False
TCK_00002049,20240909,20240929.0,527822,2024,,1,1407,closed,5,20.0,0.0,True,False
TCK_00002050,20251219,20251229.0,546103,2022,936571.0,1,1278,closed,7,10.0,0.0,False,True
TCK_00002051,20230111,20230122.0,540822,2003,912195.0,6,1463,closed,7,11.0,0.0,False,False
TCK_00002052,20230625,,549744,2018,923906.0,7,1492,open,5,,,False,False
TCK_00002053,20230512,20230525.0,508927,2019,926628.0,2,1225,closed,5,13.0,0.0,False,True
TCK_00002054,20231112,,541760,2015,927575.0,6,1506,open,7,,,False,False
TCK_00002055,20230416,20230419.0,509272,2002,922888.0,6,1491,closed,3,3.0,1.0,False,False
TCK_00002056,20251214,20251226.0,520751,2003,932153.0,3,1153,closed,3,12.0,0.0,False,True
TCK_00002057,20251123,20251206.0,507461,2014,903927.0,6,1364,closed,5,13.0,0.0,True,True
TCK_00002058,20230625,20230714.0,555740,2016,913669.0,6,1071,closed,5,19.0,0.0,False,True
TCK_00002059,20240314,20240402.0,559794,2013,907101.0,5,1451,closed,3,19.0,0.0,False,False
TCK_00002060,20250626,20250703.0,521420,2002,942950.0,6,1048,closed,3,7.0,0.0,False,False
TCK_00002061,20250930,20251019.0,536294,2014,943898.0,3,1176,closed,2,19.0,0.0,True,False
TCK_00002062,20230913,20230930.0,546106,2023,,3,1304,closed,3,17.0,0.0,True,False
TCK_00002063,20250829,20250901.0,542291,2004,906812.0,6,1026,closed,5,3.0,1.0,False,True
TCK_00002064,20230521,,521567,2009,912498.0,3,1152,escalated,3,,,False,False
TCK_00002065,20230522,20230527.0,542943,2001,947260.0,3,1330,closed,1,5.0,0.0,True,True
TCK_00002066,20250604,20250607.0,553392,2018,,3,1418,closed,7,3.0,1.0,False,False
TCK_00002067,20240424,20240512.0,518437,2010,,3,1443,closed,3,18.0,0.0,False,False
TCK_00002068,20240923,20241008.0,544216,2006,916052.0,3,1366,closed,7,15.0,0.0,False,False
TCK_00002069,20240626,20240703.0,546847,2012,939858.0,7,1026,closed,5,7.0,0.0,False,False
TCK_00002070,20231107,,541170,2022,936777.0,2,1332,open,5,,,True,True
TCK_00002071,20240123,,535288,2011,910375.0,3,1298,open,5,,,False,True
TCK_00002072,20250508,20250521.0,510173,2008,929507.0,2,1328,closed,5,13.0,0.0,False,False
TCK_00002073,20230104,20230118.0,558946,2003,920554.0,7,1412,closed,5,14.0,0.0,False,False
TCK_00002074,20240713,20240717.0,533729,2018,928463.0,4,1236,closed,3,4.0,0.0,False,False
TCK_00002075,20240609,20240609.0,531451,2001,911406.0,7,1254,closed,2,0.0,1.0,True,False
TCK_00002076,20241027,20241102.0,535309,2008,946269.0,1,1262,closed,1,6.0,0.0,False,True
TCK_00002077,20240324,20240407.0,525677,2020,938554.0,6,1028,closed,5,14.0,0.0,False,False
TCK_00002078,20251020,20251023.0,514325,2011,,4,1395,closed,2,3.0,0.0,False,False
TCK_00002079,20250407,20250410.0,551788,2023,927324.0,5,1161,closed,2,3.0,0.0,False,False
TCK_00002080,20250226,20250305.0,500572,2015,,5,1375,closed,2,7.0,0.0,False,False
TCK_00002081,20250129,20250131.0,520642,2023,913111.0,5,1523,closed,3,2.0,1.0,False,False
TCK_00002082,20230616,20230630.0,524677,2009,935881.0,6,1456,closed,1,14.0,0.0,False,True
TCK_00002083,20230618,20230629.0,508167,2012,916532.0,4,1508,closed,3,11.0,0.0,False,False
TCK_00002084,20240125,20240130.0,519409,2017,908214.0,5,1140,closed,3,5.0,0.0,False,False
TCK_00002085,20250301,20250309.0,552392,2012,946683.0,7,1269,closed,3,8.0,0.0,False,False
TCK_00002086,20230214,,500711,2018,901869.0,3,1103,open,5,,,False,True
TCK_00002087,20240803,20240805.0,514771,2014,,4,1032,closed,3,2.0,1.0,False,True
TCK_00002088,20241013,,547480,2021,902941.0,1,1018,open,3,,,True,False
TCK_00002089,20250501,20250511.0,555220,2008,924663.0,2,1403,closed,3,10.0,0.0,False,False
TCK_00002090,20231218,20231227.0,531618,2018,945306.0,1,1032,closed,5,9.0,0.0,False,False
TCK_00002091,20240210,20240229.0,511716,2011,945157.0,4,1376,closed,5,19.0,0.0,False,False
TCK_00002092,20250321,,531881,2011,911031.0,3,1245,open,7,,,False,False
TCK_00002093,20250608,20250615.0,559371,2002,,6,1108,closed,7,7.0,1.0,False,False
TCK_00002094,20240628,20240716.0,519934,2006,,3,1023,closed,5,18.0,0.0,True,False
TCK_00002095,20230802,20230821.0,551995,2022,908697.0,5,1043,closed,3,19.0,0.0,False,False
TCK_00002096,20240512,20240526.0,518077,2023,935606.0,6,1247,closed,7,14.0,0.0,False,True
TCK_00002097,20240122,20240208.0,525711,2004,938940.0,7,1454,closed,3,17.0,0.0,True,False
TCK_00002098,20231108,20231122.0,534828,2008,902124.0,1,1520,closed,5,14.0,0.0,False,False
TCK_00002099,20231015,,513274,2012,929855.0,6,1380,open,1,,,False,True
TCK_00002100,20250204,20250214.0,556607,2007,919234.0,2,1066,closed,2,10.0,0.0,False,False
TCK_00002101,20250103,20250106.0,558556,2003,919129.0,4,1384,closed,1,3.0,0.0,False,False
TCK_00002102,20250909,20250923.0,532989,2005,,4,1334,closed,5,14.0,0.0,False,False
TCK_00002103,20250121,20250130.0,559824,2023,,3,1123,closed,3,9.0,0.0,False,False
TCK_00002104,20241226,,500829,2012,,1,1148,open,7,,,False,True
TCK_00002105,20240120,20240129.0,525131,2007,,4,1244,closed,2,9.0,0.0,False,True
TCK_00002106,20251203,20251223.0,539222,2016,907415.0,6,1199,closed,3,20.0,0.0,False,True
TCK_00002107,20251106,20251126.0,540815,2018,914153.0,5,1202,closed,2,20.0,0.0,False,False
TCK_00002108,20240820,20240821.0,556017,2020,909718.0,4,1386,closed,7,1.0,1.0,False,False
TCK_00002109,20231216,20240102.0,504596,2001,921339.0,7,1285,closed,5,17.0,0.0,False,False
TCK_00002110,20250619,20250707.0,535186,2010,940742.0,1,1437,closed,1,18.0,0.0,False,False
TCK_00002111,20231213,20231224.0,526510,2003,905723.0,4,1042,closed,5,11.0,0.0,False,False
TCK_00002112,20251129,20251212.0,533505,2015,,6,1425,closed,1,13.0,0.0,False,True
TCK_00002113,20250713,20250801.0,501460,2017,936924.0,1,1127,closed,1,19.0,0.0,False,False
TCK_00002114,20250320,,553058,2002,937769.0,6,1452,open,2,,,False,False
TCK_00002115,20250225,20250304.0,541019,2019,938849.0,1,1342,closed,7,7.0,1.0,False,True
TCK_00002116,20240328,,504599,2024,928660.0,5,1142,open,2,,,True,False
TCK_00002117,20251221,20251225.0,534153,2001,901625.0,1,1079,closed,3,4.0,0.0,False,False
TCK_00002118,20241013,20241019.0,517567,2023,926095.0,7,1356,closed,2,6.0,0.0,False,False
TCK_00002119,20231030,20231107.0,512002,2016,,1,1159,closed,2,8.0,0.0,False,False
TCK_00002120,20250324,20250412.0,551620,2006,946879.0,6,1034,closed,5,19.0,0.0,False,False
TCK_00002121,20240109,20240118.0,543039,2020,,3,1002,closed,3,9.0,0.0,True,False
TCK_00002122,20240610,20240620.0,517613,2022,919577.0,4,1327,closed,5,10.0,0.0,False,False
TCK_00002123,20231106,20231119.0,555080,2004,,5,1113,closed,7,13.0,0.0,True,False
TCK_00002124,20240417,,501894,2006,,5,1120,open,2,,,False,False
TCK_00002125,20231221,20231228.0,524605,2009,,6,1090,closed,3,7.0,0.0,False,True
TCK_00002126,20230726,20230807.0,557849,2024,,5,1112,closed,5,12.0,0.0,False,False
TCK_00002127,20231025,20231106.0,539387,2010,939208.0,5,1347,closed,3,12.0,0.0,False,False
TCK_00002128,20230929,20231003.0,529738,2014,908573.0,6,1266,closed,5,4.0,1.0,False,True
TCK_00002129,20250921,20251001.0,552456,2013,923043.0,1,1426,closed,5,10.0,0.0,False,True
TCK_00002130,20231224,20231228.0,547933,2011,932795.0,4,1101,closed,1,4.0,0.0,True,False
TCK_00002131,20250126,20250209.0,524454,2011,911942.0,7,1457,closed,5,14.0,0.0,False,False
TCK_00002132,20230114,20230124.0,539765,2011,914398.0,6,1526,closed,2,10.0,0.0,False,False
TCK_00002133,20240229,20240311.0,552453,2014,,5,1023,closed,1,11.0,0.0,False,False
TCK_00002134,20250317,20250406.0,508624,2011,,7,1281,closed,1,20.0,0.0,False,False
TCK_00002135,20250215,,558646,2001,,1,1482,open,3,,,False,False
TCK_00002136,20230226,20230226.0,534009,2012,922052.0,6,1293,closed,5,0.0,1.0,False,True
TCK_00002137,20231016,20231103.0,525087,2010,930277.0,4,1285,closed,2,18.0,0.0,False,False
TCK_00002138,20251215,20251218.0,550124,2010,,6,1028,closed,3,3.0,1.0,False,False
TCK_00002139,20250310,20250320.0,525224,2022,,1,1088,closed,2,10.0,0.0,False,True
TCK_00002140,20250114,20250130.0,537985,2001,,1,1227,closed,3,16.0,0.0,False,False
TCK_00002141,20231011,20231026.0,506895,2010,912392.0,2,1482,closed,2,15.0,0.0,False,True
TCK_00002142,20241103,20241118.0,516684,2021,908916.0,6,1520,closed,5,15.0,0.0,False,False
TCK_00002143,20230625,20230703.0,532641,2024,945833.0,1,1171,closed,2,8.0,0.0,False,True
TCK_00002144,20240711,20240731.0,513834,2013,904780.0,1,1089,closed,2,20.0,0.0,False,False
TCK_00002145,20230413,20230429.0,504396,2006,945657.0,2,1310,closed,7,16.0,0.0,False,True
TCK_00002146,20241011,20241026.0,505000,2016,932637.0,2,1151,closed,7,15.0,0.0,False,False
TCK_00002147,20251013,20251026.0,501326,2022,907535.0,5,1488,closed,2,13.0,0.0,False,False
TCK_00002148,20250914,20250924.0,552729,2009,947205.0,4,1261,closed,5,10.0,0.0,False,False
TCK_00002149,20250511,20250518.0,504452,2021,,3,1030,closed,3,7.0,0.0,False,False
TCK_00002150,20230731,20230808.0,542572,2010,912137.0,6,1148,closed,1,8.0,0.0,False,False
TCK_00002151,20230919,20231007.0,549914,2022,,3,1479,closed,3,18.0,0.0,False,True
TCK_00002152,20231012,20231026.0,559747,2024,921240.0,4,1475,closed,3,14.0,0.0,False,False
TCK_00002153,20241214,20241229.0,550128,2004,903613.0,2,1330,closed,5,15.0,0.0,False,False
TCK_00002154,20251119,20251127.0,541212,2009,925078.0,6,1092,closed,3,8.0,0.0,True,False
TCK_00002155,20240309,20240323.0,513029,2001,940309.0,6,1293,closed,3,14.0,0.0,True,False
TCK_00002156,20240209,20240209.0,512149,2003,922738.0,7,1487,closed,3,0.0,1.0,False,False
TCK_00002157,20250306,20250322.0,500242,2008,944475.0,7,1035,closed,3,16.0,0.0,False,False
TCK_00002158,20240106,,516930,2002,944184.0,3,1460,open,3,,,False,True
TCK_00002159,20230205,20230211.0,517630,2012,,5,1277,closed,3,6.0,0.0,False,False
TCK_00002160,20250606,20250607.0,526326,2002,,6,1164,closed,3,1.0,1.0,False,False
TCK_00002161,20241226,,536695,2022,929468.0,4,1034,open,2,,,False,True
TCK_00002162,20240324,20240410.0,551093,2004,903717.0,2,1153,closed,5,17.0,0.0,False,True
TCK_00002163,20231130,20231218.0,506891,2019,916687.0,4,1323,closed,3,18.0,0.0,False,False
TCK_00002164,20230405,20230418.0,547213,2008,909631.0,7,1505,closed,7,13.0,0.0,False,False
TCK_00002165,20240513,20240530.0,502446,2009,,7,1178,closed,3,17.0,0.0,False,False
TCK_00002166,20231108,20231121.0,524740,2004,919179.0,1,1151,closed,7,13.0,0.0,False,False
TCK_00002167,20250818,20250829.0,504823,2019,948534.0,6,1425,closed,7,11.0,0.0,False,False
TCK_00002168,20230707,,505354,2023,916240.0,5,1134,open,3,,,False,False
TCK_00002169,20240830,20240901.0,540338,2002,,6,1526,closed,3,2.0,1.0,False,True
TCK_00002170,20250504,20250521.0,548212,2002,,4,1410,closed,2,17.0,0.0,False,False
TCK_00002171,20240426,20240509.0,539206,2024,905989.0,2,1285,closed,3,13.0,0.0,False,False
TCK_00002172,20250116,20250126.0,532389,2008,940022.0,1,1316,closed,1,10.0,0.0,False,False
TCK_00002173,20250207,20250210.0,549125,2002,923544.0,5,1090,closed,3,3.0,1.0,True,False
TCK_00002174,20240501,20240511.0,504732,2001,926864.0,1,1378,closed,2,10.0,0.0,False,True
TCK_00002175,20250504,20250521.0,559974,2007,,7,1206,closed,7,17.0,0.0,False,False
TCK_00002176,20240828,,514625,2008,936811.0,7,1107,open,7,,,True,False
TCK_00002177,20240603,20240607.0,540348,2004,933379.0,6,1114,closed,7,4.0,1.0,True,False
TCK_00002178,20251227,20260105.0,509464,2024,944942.0,3,1007,closed,3,9.0,0.0,False,False
TCK_00002179,20240326,20240329.0,538815,2022,,5,1210,closed,7,3.0,1.0,False,False
TCK_00002180,20240813,20240830.0,543986,2020,928352.0,2,1164,closed,5,17.0,0.0,False,False
TCK_00002181,20230416,20230427.0,544758,2010,,3,1434,closed,3,11.0,0.0,False,False
TCK_00002182,20240310,20240325.0,542743,2014,,4,1269,closed,3,15.0,0.0,False,False
TCK_00002183,20250320,20250325.0,529510,2022,,3,1198,closed,3,5.0,0.0,True,False
TCK_00002184,20230418,20230505.0,530419,2019,922237.0,7,1495,closed,2,17.0,0.0,False,False
TCK_00002185,20241207,20241210.0,528011,2007,938718.0,5,1112,closed,5,3.0,1.0,False,False
TCK_00002186,20230827,20230911.0,543072,2012,941638.0,4,1492,closed,3,15.0,0.0,False,False
TCK_00002187,20251024,20251109.0,548880,2022,947840.0,6,1102,closed,1,16.0,0.0,False,False
TCK_00002188,20241219,20241231.0,536523,2021,911554.0,6,1497,closed,3,12.0,0.0,False,True
TCK_00002189,20241111,20241201.0,555021,2015,942131.0,3,1182,closed,5,20.0,0.0,False,False
TCK_00002190,20250119,20250131.0,521420,2002,919767.0,7,1048,closed,7,12.0,0.0,False,False
TCK_00002191,20250629,20250716.0,559789,2013,939624.0,3,1307,closed,2,17.0,0.0,False,True
TCK_00002192,20240913,20240913.0,543440,2020,,1,1144,closed,2,0.0,1.0,False,True
TCK_00002193,20250729,20250814.0,556302,2013,901573.0,7,1144,closed,5,16.0,0.0,False,False
TCK_00002194,20230415,20230505.0,522304,2012,915817.0,1,1440,closed,5,20.0,0.0,False,False
TCK_00002195,20230419,20230509.0,503064,2019,,3,1522,closed,7,20.0,0.0,True,True
TCK_00002196,20231006,20231008.0,525012,2022,,4,1031,closed,2,2.0,1.0,False,True
TCK_00002197,20240917,20240926.0,557103,2014,933160.0,1,1296,closed,1,9.0,0.0,False,False
TCK_00002198,20240103,20240106.0,544797,2004,901924.0,7,1274,closed,3,3.0,1.0,False,False
TCK_00002199,20251015,20251031.0,544615,2022,,7,1154,closed,1,16.0,0.0,True,False
TCK_00002200,20230606,20230610.0,530904,2013,941506.0,2,1208,closed,1,4.0,0.0,False,False
TCK_00002201,20250126,20250214.0,514018,2023,,4,1466,closed,1,19.0,0.0,True,False
TCK_00002202,20250829,20250904.0,550303,2020,923164.0,3,1379,closed,5,6.0,0.0,True,False
TCK_00002203,20230309,20230312.0,557629,2001,,4,1445,closed,3,3.0,1.0,False,True
TCK_00002204,20230217,20230217.0,512903,2003,,2,1004,closed,7,0.0,1.0,True,True
TCK_00002205,20230518,20230527.0,558828,2004,934283.0,3,1496,closed,3,9.0,0.0,False,False
TCK_00002206,20230912,20230927.0,536238,2024,903328.0,3,1176,closed,3,15.0,0.0,False,False
TCK_00002207,20250804,20250813.0,559665,2011,917826.0,5,1350,closed,3,9.0,0.0,False,False
TCK_00002208,20250901,20250907.0,540547,2008,909544.0,4,1333,closed,3,6.0,0.0,True,False
TCK_00002209,20250514,20250517.0,512116,2016,917208.0,2,1077,closed,1,3.0,0.0,False,False
TCK_00002210,20230515,,509293,2014,934045.0,1,1459,open,3,,,False,True
TCK_00002211,20251106,20251106.0,519732,2017,939578.0,2,1314,closed,3,0.0,1.0,False,False
TCK_00002212,20231030,,517023,2024,928687.0,4,1519,open,2,,,False,True
TCK_00002213,20240409,20240413.0,534330,2003,,4,1320,closed,3,4.0,0.0,False,True
TCK_00002214,20250508,20250528.0,558528,2004,,4,1504,closed,3,20.0,0.0,False,False
TCK_00002215,20240711,20240729.0,548053,2006,929272.0,2,1273,closed,1,18.0,0.0,False,False
TCK_00002216,20251010,20251027.0,526436,2017,,3,1233,closed,5,17.0,0.0,False,True
TCK_00002217,20241021,,504414,2002,942897.0,3,1138,open,5,,,True,False
TCK_00002218,20240420,20240424.0,541163,2015,917957.0,2,1275,closed,5,4.0,1.0,True,False
TCK_00002219,20230618,20230621.0,548506,2020,921784.0,7,1259,closed,2,3.0,0.0,False,False
TCK_00002220,20251003,20251004.0,531368,2024,,5,1045,closed,3,1.0,1.0,True,False
TCK_00002221,20231207,20231225.0,552873,2019,,3,1126,closed,5,18.0,0.0,False,False
TCK_00002222,20230504,,558703,2013,902053.0,1,1170,open,2,,,False,False
TCK_00002223,20250911,20250911.0,542970,2017,915158.0,7,1365,closed,2,0.0,1.0,False,False
TCK_00002224,20230510,,507503,2011,928052.0,5,1147,open,5,,,False,False
TCK_00002225,20250712,20250718.0,514425,2014,,2,1070,closed,5,6.0,0.0,False,True
TCK_00002226,20240825,,500459,2013,934801.0,1,1395,open,2,,,False,False
TCK_00002227,20250405,,544926,2014,,2,1120,open,1,,,False,True
TCK_00002228,20240625,20240713.0,507117,2008,935554.0,5,1276,closed,2,18.0,0.0,False,False
TCK_00002229,20241008,20241022.0,550441,2010,915667.0,3,1302,closed,7,14.0,0.0,False,False
TCK_00002230,20231201,20231206.0,541775,2003,914576.0,1,1201,closed,3,5.0,0.0,True,True
